url_length,num_dots,num_subdomains,has_at_symbol,has_hyphen,has_ip_address,uses_https,suspicious_keyword_count,is_phishing
140,5,4,0,0,0,0,4,1
97,3,2,1,1,1,0,3,1
21,1,0,0,0,0,1,0,0
57,1,0,0,0,0,1,0,0
49,2,0,0,0,0,1,0,0
18,2,0,0,0,0,1,0,0
53,2,0,0,0,0,0,0,0
57,5,4,0,1,0,0,1,1
23,2,0,0,0,0,1,0,0
68,2,1,1,1,0,0,3,1
39,1,0,0,0,0,1,0,0
56,2,0,0,0,0,1,0,0
19,2,0,0,0,0,1,0,0
134,2,1,0,1,0,0,3,1
150,5,4,1,1,0,0,1,1
139,4,3,0,1,0,0,1,1
50,2,0,0,0,0,1,0,0
63,5,4,1,1,0,0,3,1
52,2,0,0,0,0,1,0,0
63,5,4,0,0,0,0,5,1
150,2,1,1,1,0,0,4,1
48,2,0,0,0,0,1,0,0
135,5,4,1,1,0,0,5,1
45,1,0,0,0,0,1,0,0
49,2,0,0,0,0,1,0,0
18,1,0,0,0,0,1,0,0
52,1,0,0,1,0,0,2,1
44,1,0,0,0,0,0,0,0
55,1,0,0,1,0,1,0,0
55,2,0,0,0,0,1,0,0
55,1,0,0,0,0,1,0,0
66,2,1,0,1,1,0,3,1
37,1,0,0,0,0,1,0,0
42,2,0,0,0,0,1,0,0
34,1,0,0,0,0,1,0,0
40,1,0,1,1,0,0,5,1
64,6,5,0,1,0,0,5,1
142,4,3,0,1,0,0,2,1
22,2,0,0,0,0,1,0,0
134,2,1,1,1,1,0,4,1
52,1,0,0,0,0,1,0,0
117,4,3,0,1,0,0,1,1
133,3,2,0,1,0,0,1,1
35,3,2,0,1,1,1,4,1
45,2,1,0,1,0,1,1,1
23,2,0,0,0,0,1,0,0
124,5,4,0,1,0,0,1,1
26,2,0,0,0,0,1,0,0
57,1,0,0,0,0,1,0,0
42,2,0,0,0,0,1,0,0
139,6,5,0,1,0,0,5,1
102,6,5,0,1,1,1,3,1
49,6,5,0,1,0,0,1,1
122,4,3,1,0,0,0,5,1
33,2,0,0,0,0,1,0,0
35,6,5,0,1,0,0,4,1
39,2,1,0,0,1,0,5,1
30,3,2,0,1,0,1,4,1
58,1,0,0,0,0,1,0,0
61,4,3,1,1,0,0,2,1
75,6,5,0,1,0,0,5,1
21,1,0,0,0,0,1,0,0
52,1,0,0,0,0,1,0,0
117,6,5,0,1,0,0,1,1
33,1,0,0,0,0,1,0,0
113,2,1,1,1,0,1,4,1
58,1,0,1,1,0,0,2,1
34,3,2,1,1,0,1,2,1
111,4,3,0,1,0,0,3,1
39,1,0,0,0,0,1,0,0
97,6,5,1,1,0,0,5,1
41,1,0,0,1,0,1,0,0
101,4,3,0,1,0,1,3,1
17,1,0,0,0,0,1,0,0
41,1,0,0,0,0,1,0,0
150,6,5,0,1,0,0,1,1
55,2,1,0,1,0,0,2,1
115,2,1,0,1,0,0,1,1
119,4,3,0,1,0,0,5,1
35,3,2,0,0,1,0,4,1
121,4,3,0,1,0,0,2,1
38,1,0,0,1,0,1,0,0
25,1,0,0,0,0,1,0,0
27,2,1,1,1,0,0,5,1
105,5,4,1,1,1,0,1,1
34,2,0,0,0,0,1,0,0
44,2,0,0,0,0,1,0,0
80,2,1,1,1,0,0,2,1
52,1,0,0,0,0,1,0,0
110,2,1,1,1,0,1,4,1
33,1,0,0,0,0,1,0,0
29,1,0,0,0,0,1,0,0
35,2,0,0,0,0,1,0,0
56,1,0,0,0,0,1,0,0
59,1,0,0,0,0,1,0,0
116,6,5,0,1,0,0,5,1
102,4,3,1,1,0,1,3,1
50,1,0,0,0,0,1,0,0
47,1,0,0,0,0,1,0,0
50,2,0,0,0,0,1,0,0
70,6,5,1,1,0,1,1,1
57,1,0,0,1,0,1,0,0
77,5,4,1,1,0,1,1,1
118,1,0,0,1,1,1,1,1
15,1,0,0,1,0,1,0,0
84,4,3,0,1,1,0,5,1
94,1,0,0,1,0,0,4,1
120,6,5,0,1,0,0,1,1
26,2,0,0,0,0,1,0,0
57,1,0,0,0,0,1,0,0
51,2,0,0,0,0,1,0,0
123,5,4,1,1,0,0,4,1
58,1,0,0,1,0,0,0,0
125,4,3,0,1,0,0,2,1
32,2,0,0,0,0,1,0,0
144,5,4,0,1,0,0,2,1
39,2,0,0,0,0,1,0,0
42,2,0,0,0,0,1,0,0
148,5,4,1,1,0,0,2,1
51,1,0,0,0,0,1,0,0
44,1,0,0,0,0,1,0,0
116,1,0,1,1,0,1,2,1
146,4,3,0,1,0,0,5,1
36,1,0,0,0,0,0,0,0
56,1,0,0,0,0,1,0,0
34,2,0,0,0,0,1,0,0
46,1,0,0,0,0,1,0,0
108,6,5,0,1,0,0,4,1
147,4,3,0,1,1,1,4,1
21,2,0,0,0,0,0,0,0
84,6,5,1,1,0,1,4,1
28,2,0,0,0,0,1,0,0
37,1,0,0,0,0,0,0,0
123,1,0,0,1,0,0,2,1
145,5,4,0,1,1,0,3,1
28,1,0,0,0,0,1,0,0
129,6,5,0,1,0,0,5,1
26,2,0,0,0,0,1,0,0
40,2,1,1,1,0,0,1,1
20,1,0,0,0,0,1,0,0
25,1,0,0,0,0,1,0,0
46,2,0,0,0,0,1,0,0
23,1,0,0,0,0,1,0,0
46,1,0,0,0,0,1,0,0
132,6,5,1,1,0,0,3,1
83,2,1,0,0,1,0,3,1
59,2,0,0,0,0,1,0,0
43,5,4,1,1,0,0,5,1
45,1,0,0,1,0,1,0,0
50,2,0,0,0,0,1,0,0
99,6,5,0,1,0,0,4,1
31,1,0,0,0,0,0,0,0
63,5,4,0,1,0,1,1,1
57,2,0,0,0,0,1,0,0
94,1,0,0,0,0,1,1,1
24,2,0,0,0,0,1,0,0
16,1,0,0,1,0,1,0,0
109,5,4,1,1,0,0,3,1
51,1,0,0,0,0,1,0,0
63,4,3,0,1,1,0,2,1
28,2,0,0,0,0,1,0,0
101,4,3,1,1,0,1,3,1
69,6,5,0,1,0,0,1,1
112,2,1,0,1,1,1,1,1
59,4,3,0,1,0,0,5,1
45,1,0,0,0,0,1,0,0
123,5,4,1,1,0,0,5,1
32,6,5,1,1,1,0,5,1
96,3,2,0,1,0,0,4,1
74,6,5,0,1,1,0,5,1
99,3,2,1,1,0,0,1,1
41,1,0,0,0,0,1,0,0
28,1,0,0,1,0,0,0,0
51,2,1,0,1,0,0,5,1
51,2,0,0,0,0,1,0,0
25,1,0,0,0,0,1,0,0
79,2,1,0,1,0,1,4,1
17,1,0,0,0,0,1,0,0
53,1,0,0,0,0,1,0,0
56,5,4,1,1,1,1,5,1
132,1,0,0,1,0,0,5,1
31,2,0,0,0,0,1,0,0
57,1,0,0,0,0,1,0,0
84,5,4,0,1,0,0,3,1
25,1,0,0,0,0,1,0,0
21,1,0,0,0,0,1,0,0
36,1,0,0,0,0,1,0,0
58,2,1,1,1,0,0,4,1
33,2,0,0,0,0,1,0,0
118,4,3,0,1,0,0,3,1
47,6,5,1,1,0,0,3,1
17,2,0,0,0,0,1,0,0
131,3,2,0,1,0,0,1,1
64,3,2,0,1,0,0,2,1
33,4,3,0,1,0,0,4,1
45,2,0,0,0,0,1,0,0
39,2,0,0,0,0,1,0,0
100,5,4,1,1,0,0,3,1
56,2,0,0,0,0,1,0,0
58,2,0,0,0,0,1,0,0
36,1,0,0,0,0,1,0,0
59,2,0,0,1,0,1,0,0
37,1,0,0,0,0,1,0,0
17,1,0,0,0,0,1,0,0
100,5,4,1,1,0,0,5,1
52,2,0,0,0,0,1,0,0
46,1,0,0,0,0,1,0,0
16,1,0,0,0,0,1,0,0
81,4,3,0,1,0,0,2,1
21,1,0,0,0,0,1,0,0
50,1,0,0,0,0,1,0,0
78,5,4,0,1,0,0,2,1
41,2,0,0,0,0,1,0,0
22,1,0,0,0,0,1,0,0
16,2,0,0,1,0,1,0,0
51,2,0,0,0,0,1,0,0
131,3,2,0,1,0,0,5,1
37,2,1,0,1,0,0,5,1
52,1,0,0,0,0,1,0,0
41,1,0,0,0,0,1,0,0
16,2,0,0,1,0,1,0,0
26,4,3,0,1,0,0,1,1
97,3,2,0,1,1,0,1,1
29,6,5,1,1,0,0,3,1
132,6,5,0,1,0,0,3,1
117,6,5,0,0,1,0,2,1
26,2,0,0,0,0,1,0,0
45,2,0,0,0,0,1,0,0
20,2,0,0,0,0,1,0,0
36,1,0,0,0,0,1,0,0
104,4,3,0,1,0,0,3,1
21,1,0,0,0,0,1,0,0
28,3,2,1,1,0,0,4,1
86,6,5,0,1,0,0,2,1
55,1,0,0,0,0,1,0,0
60,2,0,0,0,0,0,0,0
141,5,4,1,0,0,1,5,1
47,2,0,0,0,0,1,0,0
42,2,0,0,0,0,1,0,0
54,2,0,0,0,0,1,0,0
118,2,1,0,1,0,0,1,1
89,1,0,0,1,0,0,1,1
144,4,3,0,1,0,1,3,1
18,1,0,0,0,0,1,0,0
41,1,0,0,1,0,0,2,1
148,5,4,1,1,0,0,5,1
82,5,4,1,1,0,0,1,1
19,1,0,0,0,0,1,0,0
31,2,0,0,0,0,1,0,0
39,2,0,0,0,0,1,0,0
85,1,0,0,1,0,1,4,1
94,4,3,1,1,0,1,2,1
56,2,1,0,1,1,0,3,1
68,2,1,1,1,0,1,2,1
89,5,4,0,1,0,1,2,1
60,3,2,1,1,0,0,1,1
24,1,0,0,0,0,1,0,0
51,1,0,0,0,0,1,0,0
148,1,0,0,1,0,0,3,1
47,4,3,0,1,1,0,3,1
35,3,2,0,1,0,1,3,1
82,5,4,1,1,0,0,4,1
40,2,0,0,0,0,1,0,0
18,2,0,0,0,0,1,0,0
37,6,5,0,1,0,0,2,1
63,4,3,1,1,0,0,5,1
63,5,4,1,1,0,0,2,1
53,1,0,0,0,0,1,0,0
71,6,5,1,1,1,0,1,1
35,2,1,0,1,0,0,3,1
118,3,2,1,1,0,0,5,1
70,2,1,0,1,0,0,5,1
90,6,5,0,0,1,0,1,1
17,1,0,0,0,0,1,0,0
58,2,0,0,0,0,1,0,0
36,2,0,0,0,0,1,0,0
33,1,0,0,0,0,1,0,0
25,2,0,0,1,0,1,0,0
55,1,0,0,1,0,1,0,0
128,5,4,0,1,0,1,3,1
89,5,4,0,1,0,1,5,1
47,1,0,0,0,0,1,0,0
48,1,0,0,0,0,1,0,0
53,1,0,0,1,1,0,3,1
106,2,1,1,1,0,0,3,1
40,3,2,0,1,0,0,1,1
127,2,1,0,1,0,0,4,1
145,4,3,0,0,1,0,1,1
26,5,4,0,1,1,0,3,1
34,1,0,0,0,0,1,0,0
148,2,1,0,1,1,0,4,1
20,2,0,0,0,0,1,0,0
33,2,0,0,0,0,1,0,0
48,1,0,0,0,0,1,0,0
35,4,3,0,1,0,0,5,1
56,1,0,0,0,0,1,0,0
150,2,1,1,1,1,1,4,1
28,2,0,0,0,0,1,0,0
20,2,0,0,0,0,1,0,0
37,1,0,0,1,1,0,1,1
52,1,0,0,0,0,1,0,0
45,5,4,1,1,0,0,2,1
21,2,0,0,0,0,1,0,0
45,5,4,0,0,0,0,1,1
33,1,0,0,1,0,1,3,1
68,4,3,0,1,0,0,1,1
27,2,0,0,0,0,1,0,0
46,2,0,0,1,0,1,0,0
15,2,0,0,0,0,1,0,0
16,1,0,0,0,0,1,0,0
30,2,0,0,0,0,1,0,0
37,2,0,0,0,0,1,0,0
42,3,2,0,1,0,1,1,1
72,5,4,0,0,0,1,4,1
41,1,0,0,0,0,1,0,0
51,2,1,0,1,1,0,4,1
35,1,0,0,0,0,1,0,0
108,3,2,0,1,0,0,1,1
29,2,0,0,0,0,1,0,0
101,3,2,1,1,0,0,2,1
32,5,4,0,1,0,0,1,1
18,1,0,0,0,0,1,0,0
38,1,0,0,0,0,1,0,0
18,1,0,0,0,0,1,0,0
41,1,0,0,0,0,1,0,0
67,3,2,1,1,0,0,4,1
65,5,4,0,1,0,0,4,1
29,2,0,0,0,0,1,0,0
29,1,0,0,0,0,1,0,0
86,6,5,0,0,0,0,5,1
50,1,0,0,0,0,1,0,0
36,1,0,0,0,0,1,0,0
51,1,0,0,0,0,1,0,0
58,1,0,0,0,0,1,0,0
50,1,0,0,0,0,1,0,0
72,3,2,0,1,1,1,5,1
17,2,0,0,0,0,1,0,0
36,2,0,0,0,0,1,0,0
27,3,2,1,1,1,0,4,1
44,2,0,0,0,0,1,0,0
77,4,3,1,1,1,0,5,1
48,4,3,1,1,0,0,2,1
116,4,3,0,1,1,0,5,1
45,1,0,0,0,0,1,0,0
58,6,5,0,1,0,0,3,1
28,3,2,0,1,0,0,2,1
40,2,0,0,0,0,1,0,0
132,6,5,0,1,0,0,3,1
22,2,0,0,0,0,1,0,0
30,2,0,0,0,0,1,0,0
17,2,0,0,0,0,1,0,0
148,2,1,0,1,0,0,2,1
32,5,4,0,1,0,0,1,1
60,1,0,0,0,0,1,0,0
48,1,0,0,0,0,1,0,0
36,5,4,1,1,0,1,4,1
35,2,1,0,1,0,0,1,1
21,1,0,0,0,0,1,0,0
44,3,2,0,1,1,0,1,1
73,5,4,1,1,0,1,4,1
120,3,2,1,1,0,0,3,1
101,4,3,0,1,0,0,2,1
53,1,0,0,0,0,1,0,0
60,1,0,0,0,0,1,0,0
26,2,0,0,0,0,1,0,0
60,2,0,0,0,0,1,0,0
42,1,0,0,0,0,1,0,0
86,2,1,0,1,1,0,1,1
26,2,0,0,0,0,1,0,0
41,1,0,0,0,0,1,0,0
131,1,0,0,1,0,1,2,1
104,3,2,0,1,0,0,4,1
51,1,0,0,0,0,1,0,0
56,1,0,0,1,0,1,0,0
57,2,0,0,0,0,1,0,0
120,3,2,0,1,1,0,4,1
126,5,4,0,1,1,0,4,1
132,2,1,0,1,0,0,5,1
49,1,0,0,1,0,1,0,0
31,1,0,0,0,0,1,0,0
92,3,2,0,1,0,0,3,1
51,1,0,0,0,0,1,0,0
142,6,5,0,1,1,0,3,1
60,2,0,0,0,0,1,0,0
120,6,5,0,1,1,0,3,1
139,6,5,0,1,0,0,2,1
51,3,2,0,1,0,0,5,1
39,6,5,0,1,0,0,2,1
40,1,0,0,1,0,1,5,1
88,4,3,1,1,0,0,5,1
56,1,0,0,0,0,1,0,0
124,4,3,0,1,0,0,4,1
30,2,0,0,0,0,1,0,0
54,1,0,0,0,0,1,0,0
127,1,0,0,1,0,0,4,1
59,1,0,0,0,0,1,0,0
20,1,0,0,0,0,1,0,0
26,2,0,0,0,0,1,0,0
124,1,0,0,1,1,0,4,1
25,2,0,0,0,0,1,0,0
116,1,0,0,1,0,1,1,1
98,6,5,1,1,0,1,4,1
62,3,2,1,1,0,0,3,1
129,1,0,1,1,0,0,5,1
76,5,4,1,1,0,0,1,1
18,2,0,0,0,0,1,0,0
15,1,0,0,0,0,1,0,0
43,1,0,0,0,0,1,0,0
15,2,0,0,1,0,1,0,0
81,6,5,0,1,0,0,5,1
57,1,0,0,0,0,1,0,0
80,1,0,1,1,0,0,2,1
49,2,0,0,0,0,1,0,0
142,1,0,0,1,0,0,2,1
46,5,4,0,1,0,0,3,1
75,2,1,0,1,0,0,5,1
25,1,0,0,0,0,1,0,0
49,3,2,1,1,0,0,1,1
78,1,0,0,1,0,1,2,1
60,1,0,0,0,0,1,0,0
36,1,0,0,0,0,1,0,0
98,5,4,1,1,0,0,4,1
21,1,0,0,0,0,1,0,0
57,1,0,1,1,1,1,5,1
99,6,5,1,1,0,1,3,1
47,4,3,0,1,0,0,5,1
55,2,0,0,0,0,1,0,0
122,6,5,0,1,0,0,3,1
54,5,4,0,1,0,0,2,1
41,1,0,0,0,0,1,0,0
136,4,3,0,1,0,0,2,1
52,2,0,0,0,0,1,0,0
58,1,0,0,0,0,1,0,0
52,2,0,0,0,0,1,0,0
70,5,4,0,1,1,0,5,1
30,1,0,0,0,0,1,0,0
96,5,4,0,1,0,1,3,1
56,1,0,0,0,0,1,0,0
56,1,0,0,0,0,1,0,0
34,1,0,0,0,0,1,0,0
31,2,0,0,0,0,1,0,0
55,2,1,0,1,0,0,5,1
40,2,0,0,0,0,1,0,0
81,2,1,0,1,0,1,2,1
124,1,0,0,1,0,0,4,1
68,6,5,0,1,1,0,1,1
44,1,0,0,0,0,1,0,0
58,1,0,0,0,0,1,0,0
114,3,2,0,0,0,1,4,1
55,1,0,0,0,0,1,0,0
46,4,3,1,1,0,1,5,1
36,6,5,0,1,0,0,4,1
114,1,0,0,1,0,0,5,1
96,3,2,1,1,0,0,5,1
69,2,1,1,1,0,0,2,1
52,2,0,0,0,0,1,0,0
26,2,0,0,0,0,1,0,0
39,1,0,0,0,0,1,0,0
46,1,0,0,0,0,1,0,0
27,1,0,0,0,0,1,0,0
52,4,3,0,1,0,0,3,1
50,1,0,0,0,0,1,0,0
74,5,4,0,1,0,0,2,1
19,1,0,0,0,0,1,0,0
76,2,1,0,1,1,1,2,1
95,6,5,0,1,0,0,4,1
77,5,4,0,1,0,0,4,1
77,2,1,0,1,0,0,2,1
65,4,3,0,1,0,0,4,1
17,2,0,0,0,0,1,0,0
93,6,5,0,1,0,0,1,1
60,1,0,0,0,0,1,0,0
108,5,4,0,1,1,1,1,1
46,1,0,0,0,0,1,0,0
65,2,1,0,1,0,0,4,1
26,1,0,0,0,0,1,0,0
43,2,0,0,0,0,1,0,0
41,2,0,0,0,0,1,0,0
48,1,0,0,0,0,1,0,0
29,5,4,1,1,0,1,2,1
47,4,3,0,1,1,0,4,1
43,1,0,0,0,0,1,0,0
47,5,4,1,1,0,0,2,1
82,6,5,0,1,0,1,1,1
104,5,4,1,1,0,0,3,1
54,2,0,0,0,0,1,0,0
121,6,5,0,1,0,0,4,1
57,1,0,0,0,0,1,0,0
83,1,0,0,1,0,0,3,1
32,3,2,1,0,0,0,4,1
58,2,0,0,0,0,1,0,0
26,2,0,0,0,0,1,0,0
146,1,0,1,0,0,0,2,1
46,2,0,0,0,0,1,0,0
49,1,0,0,0,0,1,0,0
30,2,1,1,1,0,0,5,1
21,2,0,0,0,0,1,0,0
48,2,0,0,0,0,1,0,0
48,4,3,1,1,0,0,4,1
45,2,0,0,0,0,1,0,0
25,1,0,0,0,0,1,0,0
71,3,2,0,1,0,0,2,1
51,1,0,0,0,0,1,0,0
42,1,0,0,0,0,1,0,0
121,3,2,0,1,0,0,2,1
40,1,0,0,0,0,1,0,0
60,1,0,0,0,0,1,0,0
45,2,0,0,0,0,1,0,0
86,6,5,0,1,0,0,4,1
48,1,0,0,0,0,1,0,0
111,4,3,0,0,0,0,5,1
35,2,0,0,0,0,1,0,0
